   3.0000000e+00
   7.8503417e+01  -1.5883562e+01  -1.8012613e+01
   7.8503417e+01  -1.5883562e+01  -1.8012613e+01
   7.8503417e+01  -1.5883562e+01  -1.8012613e+01
   7.9579998e+01  -1.7595197e+01  -1.8391724e+01
   7.8852111e+01  -1.4244726e+01  -2.0555104e+01
   7.8613204e+01  -1.5974680e+01  -2.0988661e+01
   7.9814114e+01  -1.5880795e+01  -1.7972518e+01
   7.9579998e+01  -1.7595197e+01  -1.8391724e+01
   7.8613204e+01  -1.5974680e+01  -2.0988661e+01
   7.9579998e+01  -1.7595197e+01  -1.8391724e+01
   7.9350873e+01  -1.9276276e+01  -1.8802857e+01
   7.8613204e+01  -1.5974680e+01  -2.0988661e+01
   7.9814114e+01  -1.5880795e+01  -1.7972518e+01
   7.9579998e+01  -1.7595197e+01  -1.8391724e+01
   7.9579998e+01  -1.7595197e+01  -1.8391724e+01
   7.9579998e+01  -1.7595197e+01  -1.8391724e+01
   7.8613204e+01  -1.5974680e+01  -2.0988661e+01
   7.9579998e+01  -1.7595197e+01  -1.8391724e+01
   7.8379355e+01  -1.7671197e+01  -2.1413930e+01
   7.8613204e+01  -1.5974680e+01  -2.0988661e+01
   7.9350873e+01  -1.9276276e+01  -1.8802857e+01
   7.9460926e+01  -1.9340557e+01  -2.1782828e+01
   7.8724977e+01  -1.6066418e+01  -2.3974566e+01
   7.9350873e+01  -1.9276276e+01  -1.8802857e+01
   7.9460926e+01  -1.9340557e+01  -2.1782828e+01
   7.9579998e+01  -1.7595197e+01  -1.8391724e+01
   7.9579998e+01  -1.7595197e+01  -1.8391724e+01
   7.9460926e+01  -1.9340557e+01  -2.1782828e+01
   7.8963323e+01  -1.4351239e+01  -2.3535068e+01
   7.9689526e+01  -1.7673751e+01  -2.1365825e+01
   7.8379355e+01  -1.7671197e+01  -2.1413930e+01
   7.9689526e+01  -1.7673751e+01  -2.1365825e+01
   7.9689526e+01  -1.7673751e+01  -2.1365825e+01
   7.8379355e+01  -1.7671197e+01  -2.1413930e+01
   7.9689526e+01  -1.7673751e+01  -2.1365825e+01
   7.9689526e+01  -1.7673751e+01  -2.1365825e+01
   7.9460926e+01  -1.9340557e+01  -2.1782828e+01
   7.9689526e+01  -1.7673751e+01  -2.1365825e+01
   7.8491681e+01  -1.7748267e+01  -2.4405626e+01
   7.9460926e+01  -1.9340557e+01  -2.1782828e+01
   7.9460926e+01  -1.9340557e+01  -2.1782828e+01
   7.9237354e+01  -2.0973618e+01  -2.2191471e+01
   7.9460926e+01  -1.9340557e+01  -2.1782828e+01
   7.9689526e+01  -1.7673751e+01  -2.1365825e+01
   7.9237354e+01  -2.0973618e+01  -2.2191471e+01
   7.9460926e+01  -1.9340557e+01  -2.1782828e+01
   7.8263483e+01  -1.9396239e+01  -2.4828100e+01
   7.9460926e+01  -1.9340557e+01  -2.1782828e+01
   7.9460926e+01  -1.9340557e+01  -2.1782828e+01
   7.9237354e+01  -2.0973618e+01  -2.2191471e+01
   7.8150610e+01  -1.9333719e+01  -2.1830766e+01
   7.9460926e+01  -1.9340557e+01  -2.1782828e+01
   7.9460926e+01  -1.9340557e+01  -2.1782828e+01
   7.9460926e+01  -1.9340557e+01  -2.1782828e+01
   7.9460926e+01  -1.9340557e+01  -2.1782828e+01
   7.9460926e+01  -1.9340557e+01  -2.1782828e+01
   7.9460926e+01  -1.9340557e+01  -2.1782828e+01
   7.8150610e+01  -1.9333719e+01  -2.1830766e+01
   7.8263483e+01  -1.9396239e+01  -2.4828100e+01
   7.9237354e+01  -2.0973618e+01  -2.2191471e+01
   7.9689526e+01  -1.7673751e+01  -2.1365825e+01
   7.9460926e+01  -1.9340557e+01  -2.1782828e+01
   7.9237354e+01  -2.0973618e+01  -2.2191471e+01
   7.9460926e+01  -1.9340557e+01  -2.1782828e+01
   7.9237354e+01  -2.0973618e+01  -2.2191471e+01
   7.9460926e+01  -1.9340557e+01  -2.1782828e+01
   7.9460926e+01  -1.9340557e+01  -2.1782828e+01
   7.9350873e+01  -1.9276276e+01  -1.8802857e+01
   8.0548582e+01  -1.9212964e+01  -1.5801507e+01
   7.4995332e+01  -1.6227749e+01  -3.0186942e+01
   6.1942875e+01  -1.7078603e+00   5.3166020e+00
   8.4904318e+01  -4.3686854e+00  -6.5482071e+00
   9.0736430e+01  -5.7688481e+00   1.5122501e+00
   9.1392745e+01  -7.1029910e+00   1.2087482e+01
   6.3347837e+01  -1.7044526e+00   5.3085446e+00
   3.7874792e+01   1.3052836e+01  -2.7134293e+00
   4.6341288e+01   2.9825798e+01   9.0026872e+00
   5.4882752e+01   3.7760815e+01   1.3186263e+01
   5.4632308e+01   3.3986688e+01   7.3311542e+00
   5.2006220e+01   3.8127694e+01   1.3225220e+01
   5.1010389e+01   4.1104992e+01   1.3793161e+01
   5.3625787e+01   3.6828592e+01   7.9441789e+00
   5.7256370e+01   4.2472690e+01   1.1669347e+01
   5.6575050e+01   4.1376447e+01   1.8748647e+01
   5.6727920e+01   3.3014506e+01   1.7249481e+01
   5.4209590e+01   3.6555649e+01   2.0204560e+01
   5.5972516e+01   3.4364943e+01   9.9873242e+00
   5.6727920e+01   3.3014506e+01   1.7249481e+01
   5.5884812e+01   3.4881361e+01   1.2626688e+01
   5.2629553e+01   3.9729167e+01   8.5698597e+00
   5.8230014e+01   3.2392097e+01   1.4674957e+01
   5.5758882e+01   4.3258092e+01   1.4279585e+01
   5.5156155e+01   4.1589338e+01   1.8750529e+01
   5.6144085e+01   3.8620422e+01   1.8245137e+01
   6.0838738e+01   2.2122607e+01   1.5306781e+01
   5.1479403e+01   3.5907281e+01   1.5237222e+01
   5.2909274e+01   4.3695209e+01   1.4328333e+01
   5.3369525e+01   4.6508331e+01   1.4886199e+01
   5.3835310e+01   4.9338700e+01   1.5447820e+01
   5.2413276e+01   4.9596343e+01   1.5473817e+01
   5.6047462e+01   4.7193049e+01   1.9772156e+01
   6.0534567e+01   3.7053876e+01   1.3089498e+01
   5.6288912e+01   4.5439090e+01   1.2277541e+01
   5.7485755e+01   3.3694590e+01   7.2681423e+00
   5.1405810e+01   3.1059072e+01   4.0763689e+00
   4.6095392e+01   2.6091835e+01   2.9797001e+00
   4.0301521e+01   1.8003706e+01  -1.5612217e+00
   4.2722519e+01   2.3092090e+01  -3.7885557e-01
   4.1144295e+01   3.0618712e+01  -1.1909445e+00
   3.9118178e+01   2.7980953e+01  -1.7968705e+00
   3.8170685e+01   2.2670903e+01  -3.1132072e+00
   3.8757317e+01   2.4699435e+01  -5.3337319e+00
   4.0198298e+01   2.5260853e+01  -2.5141766e+00
   3.8054361e+01   3.0762585e+01  -1.0532074e+00
   3.6100051e+01   2.7405294e+01  -4.4925648e+00
   3.5728169e+01   2.4087574e+01  -8.0874671e+00
   3.6119894e+01   2.0089831e+01  -3.7070184e+00
   3.5602709e+01   2.4730564e+01  -5.1880685e+00
   3.6336074e+01   3.4142712e+01  -7.8973308e+00
   3.5602709e+01   2.4730564e+01  -5.1880685e+00
   3.3264477e+01   2.3308412e+01  -1.2797097e-01
   3.3505690e+01   2.2084186e+01  -5.7922442e+00
   3.4768290e+01   1.8947574e+01  -9.4785857e+00
   3.2655728e+01   2.3346661e+01  -1.0793851e+01
   3.4768290e+01   1.8947574e+01  -9.4785857e+00
   3.2816386e+01   1.5854289e+01  -1.3044329e+01
   2.7345317e+01   1.9721838e+01  -1.3951821e+01
   2.8718728e+01   2.1246408e+01  -8.3348368e+00
   2.5506874e+01   2.0243168e+01  -1.0835600e+01
   2.7505571e+01   1.9019669e+01  -1.6881262e+01
   2.5442866e+01   1.7967929e+01  -2.7104432e+01
   7.3874948e+01   9.8928785e+00  -6.2211473e+00
   9.0736430e+01  -5.7688481e+00   1.5122501e+00
   9.0827828e+01  -5.9315659e+00  -1.2796083e+00
   9.0827828e+01  -5.9315659e+00  -1.2796083e+00
   9.0827828e+01  -5.9315659e+00  -1.2796083e+00
   9.1996240e+01  -5.7582916e+00   1.5086009e+00
   9.0481910e+01  -7.7085502e+00   1.1038410e+00
   8.4098122e+01  -7.7740349e+00   1.1206269e+00
   7.9058097e+01  -3.1886609e+00   1.3078137e+01
   8.4333070e+01   1.8343523e+00  -2.3713186e+00
   8.5069508e+01   4.0218155e-01   5.5734930e+00
   8.2031935e+01  -1.2837946e+00   1.0696747e+01
   7.3578928e+01  -2.8956928e+00   1.8574888e+01
   6.2692603e+01  -3.1330035e+00   1.6041887e+01
   5.2023051e+01   3.7063481e+00   1.9774299e+01
   4.7029534e+01   4.3660475e+00   9.4173355e-01
   4.8577990e+01   1.3328227e+01   9.1241728e-02
   4.9867621e+01   1.4027802e+01   5.7692074e+00
   4.8915255e+01   1.2185647e+01  -8.7256973e+00
   4.6564651e+01   1.7419708e+01  -4.5598094e+00
   4.7412355e+01   1.2197592e+01  -8.7198934e+00
   5.2032258e+01   1.5275146e+01  -2.2738270e+00
   4.9292352e+01   1.4527634e+01  -8.1362868e+00
   4.6054203e+01   1.5409700e+01  -2.2268206e+00
   5.2884846e+01   1.0203740e+01  -6.3220857e+00
   5.0179926e+01   1.2926042e+01  -2.8210228e+00
   4.8799039e+01   1.2570098e+01  -5.7536551e+00
   4.9066357e+01   1.5345968e+01  -2.2529485e+00
   4.5410243e+01   1.6058223e+01  -1.3467900e+01
   4.6284508e+01   1.4564563e+01  -8.1139230e+00
   4.7794376e+01   1.4547477e+01  -8.1265549e+00
   4.7412355e+01   1.2197592e+01  -8.7198934e+00
   5.0406433e+01   1.2171411e+01  -8.7289953e+00
   5.1772319e+01   1.2528890e+01  -5.7639674e+00
   5.1159049e+01   1.6880415e+01  -7.5479308e+00
   4.9849742e+01   2.0257707e+01  -1.1043807e+00
   4.9292352e+01   1.4527634e+01  -8.1362868e+00
   4.8184719e+01   1.6940916e+01  -7.5225425e+00
   4.7294945e+01   1.2587802e+01  -5.7457484e+00
   4.8799039e+01   1.2570098e+01  -5.7536551e+00
   5.0291356e+01   1.2550360e+01  -5.7596564e+00
   4.9292352e+01   1.4527634e+01  -8.1362868e+00
   4.6167321e+01   1.4989155e+01  -5.1530449e+00
   4.9563956e+01   1.7349052e+01  -4.5931373e+00
   4.7794376e+01   1.4547477e+01  -8.1265549e+00
   4.9533310e+01   1.3696870e+01  -1.4133339e+01
   5.0072155e+01   1.3297897e+01   8.2821586e-02
   5.1886306e+01   1.2155201e+01  -8.7300828e+00
   5.2774148e+01   1.0545083e+01  -3.3749851e+00
   5.1086501e+01   1.1245150e+01   2.4256106e+00
   4.8546427e+01   9.8878961e+00  -9.3042629e+00
   4.6167321e+01   1.4989155e+01  -5.1530449e+00
   5.1824184e+01   1.6053039e+01   3.4627133e+00
   4.8799039e+01   1.2570098e+01  -5.7536551e+00
   4.5778626e+01   1.2603115e+01  -5.7356894e+00
   4.5553651e+01   1.3383916e+01   1.0972479e-01
   4.8428875e+01   1.0245428e+01  -6.3185381e+00
   5.1057240e+01   7.9525152e+00  -6.8706550e+00
   4.8915255e+01   1.2185647e+01  -8.7256973e+00
   4.8799039e+01   1.2570098e+01  -5.7536551e+00
   4.9292352e+01   1.4527634e+01  -8.1362868e+00
   5.0072155e+01   1.3297897e+01   8.2821586e-02
   4.7794376e+01   1.4547477e+01  -8.1265549e+00
   5.0291356e+01   1.2550360e+01  -5.7596564e+00
   5.1299155e+01   1.0564671e+01  -3.3721633e+00
   4.9410968e+01   1.4113503e+01  -1.1122616e+01
   5.1057240e+01   7.9525152e+00  -6.8706550e+00
   4.6284508e+01   1.4564563e+01  -8.1139230e+00
   4.7412355e+01   1.2197592e+01  -8.7198934e+00
   4.8473180e+01   1.3700678e+01   2.9552929e+00
   4.8428875e+01   1.0245428e+01  -6.3185381e+00
   4.6674290e+01   7.6370455e+00  -9.8722841e+00
   4.8546427e+01   9.8878961e+00  -9.3042629e+00
   5.0554884e+01   1.5311281e+01  -2.2639779e+00
   5.1159049e+01   1.6880415e+01  -7.5479308e+00
   5.1886306e+01   1.2155201e+01  -8.7300828e+00
   5.1046544e+01   1.7310529e+01  -4.6066133e+00
   5.0406433e+01   1.2171411e+01  -8.7289953e+00
   5.0162009e+01   9.5249063e+00  -1.2312682e+01
   4.9292352e+01   1.4527634e+01  -8.1362868e+00
