   2.0000000e+00
   3.1409888e+00   3.9994495e+00
   1.5570887e+00   2.5075085e+00
   2.5840797e-01  -6.9592067e-02
   2.7553706e+00   2.1284221e+00
   2.0672927e+00   3.2963670e+00
   1.2775006e+00   2.6819179e+00
   2.4548070e+00   4.0982038e+00
  -7.1642921e-02  -2.3792123e-01
   1.5368993e+00   9.5254310e-01
   1.9713567e+00   2.5135423e+00
   2.3043460e+00   2.4821579e+00
   1.1135116e+00   2.4678172e+00
   6.5879197e-01   2.8001400e+00
   2.0683661e+00   3.2695381e+00
   2.3918063e+00   5.1750436e+00
   2.4171175e+00   2.4411552e+00
   3.0894106e+00   5.7549074e+00
   1.0947385e+00   7.0561277e-01
   2.0427001e+00   2.5037855e+00
   2.4776699e+00   5.4752109e+00
   3.5396320e+00   6.2481541e+00
   4.4042587e+00   6.7163231e+00
   2.2291079e+00   2.5437895e+00
   2.1597244e+00   3.6931083e+00
   2.6828426e+00   4.5341908e+00
   3.7166502e+00   4.4520735e+00
   1.8608310e+00   2.2764004e+00
   8.3170235e-01   2.5651861e+00
   1.2512560e+00   8.3504057e-01
   2.9076422e+00   3.5318514e+00
   2.4695579e+00   2.4594275e+00
   3.4105144e+00   4.5793753e+00
   1.3700848e+00   1.8577585e+00
   2.8546298e+00   2.2681889e+00
   6.5315131e-01   8.0284962e-01
   2.3592375e+00   3.8381307e+00
   1.7049099e+00   2.0613401e+00
   2.0875412e+00   2.7631764e+00
   2.3880361e+00   4.2179399e+00
   6.4309359e-01   1.0678366e+00
   3.5943926e+00   5.1022288e+00
   1.3514109e+00   1.4112869e+00
   2.4673702e+00   4.3084494e+00
   2.6608459e+00   4.7614138e+00
   1.9244709e+00   3.0221033e+00
   2.3608751e+00   3.1331590e+00
   1.3922969e+00   1.2529773e+00
   3.1966718e+00   4.7528830e+00
   3.3246313e+00   5.0685879e+00
   2.7645437e+00   3.2431543e+00
   2.6062171e+00   3.8233979e+00
   3.9095287e+00   5.9454711e+00
   3.9429344e+00   5.5627724e+00
   2.3981222e+00   3.9705512e+00
   3.3020681e+00   4.2080965e+00
   1.6607694e+00   2.3231454e+00
   3.0705032e+00   3.1034548e+00
   1.8745910e+00   3.6394780e+00
   2.6226795e+00   3.8183395e+00
   2.2308016e+00   1.8794777e+00
   2.5901600e+00   4.1949534e+00
   3.0183042e+00   3.4862120e+00
   1.3680993e+00   1.4552530e+00
   2.7840975e+00   4.2338118e+00
   3.2078998e+00   4.3695675e+00
   2.5702191e+00   5.1494211e+00
   3.9324818e+00   7.4570013e+00
   1.6425855e+00   1.0519566e+00
   2.3898892e+00   2.8302023e+00
   1.5541070e+00   3.5793062e+00
   2.5542301e+00   4.3768388e+00
   1.9694904e+00   4.3912370e+00
   2.8328833e+00   3.7443549e+00
   1.7469376e+00   2.7819602e+00
   8.3324778e-01   6.4998926e-01
   1.8071678e+00   1.6595088e+00
   4.4740743e+00   6.9132323e+00
   1.9826241e+00   3.1853929e+00
   2.6637542e+00   3.6568939e+00
   1.2125324e+00   1.6000558e+00
   3.2168582e+00   4.3192958e+00
   8.6666804e-01   1.6256790e+00
   1.8634975e+00   3.1189565e+00
   1.5680080e+00   2.4498391e+00
   2.5952052e+00   4.3194977e+00
   7.8532105e-01   2.3513187e-01
   1.5428970e-01   1.0274558e+00
   2.3209387e+00   3.5561722e+00
   3.1853596e+00   4.5929531e+00
   2.8774346e+00   4.6287131e+00
   3.1659052e+00   4.5863338e+00
   3.5215627e+00   5.0547061e+00
   3.0560278e+00   3.5226492e+00
   8.2215032e-01   1.2725589e+00
  -7.1422723e-02   1.8474397e-01
   3.2767417e+00   4.9461496e+00
   2.8052763e+00   2.6524642e+00
   1.0681661e+00   1.5337597e+00
   8.4598716e-01   1.2675549e+00
   2.4460734e+00   2.6286041e+00
   9.9646866e-01   1.5838653e+00
   1.0716011e+00   2.7732362e+00
   1.4272198e+00   2.7459584e+00
   1.5114858e+00   3.2651666e+00
   3.9059927e+00   7.1725985e+00
   2.3137927e+00   4.6681700e+00
   1.8646510e+00   2.8457878e+00
   2.1415358e+00   3.5617764e+00
  -3.5403821e-01  -1.6926504e+00
   1.8303972e+00   3.6806218e+00
   3.2092563e+00   3.9720609e+00
   1.7547327e+00   1.8082833e+00
   1.5191648e+00   1.1463904e+00
   1.2042592e+00   2.2148402e+00
   2.9610074e+00   4.0696391e+00
   3.4790896e+00   4.0507095e+00
   3.4294544e+00   4.9157836e+00
   2.2393368e+00   3.7784456e+00
   3.0009326e+00   3.0862503e+00
   2.6458355e+00   4.6674857e+00
   7.4468154e-01  -1.6149225e-01
   3.1509712e+00   3.6094093e+00
   1.9563709e+00   4.1983108e+00
   2.6645440e+00   3.9264662e+00
   3.0768816e+00   5.2783999e+00
   1.7627852e+00   2.2763619e+00
   2.8792638e+00   4.7039318e+00
   1.0421256e+00   8.1950820e-01
   2.3078367e+00   2.9448846e+00
   1.2943555e+00   1.6495504e+00
   1.4600400e+00   2.9085515e+00
   3.1109950e+00   5.8498673e+00
   2.4490157e+00   5.3867724e+00
   4.1285976e+00   6.1244368e+00
   1.6143951e+00   2.5238797e+00
   3.6330294e+00   4.7376439e+00
   1.7927484e+00   3.1922947e+00
  -9.4140835e-02  -6.3505362e-01
   1.7795734e+00   2.6772402e+00
   2.1729412e+00   3.6619750e+00
   2.0417660e+00   3.5356542e+00
   6.3287509e-01   1.1573500e+00
   2.2356327e+00   2.7297669e+00
   2.1400872e+00   3.5681926e+00
   2.1214181e+00   2.4612041e+00
   2.0105387e+00   3.0488278e+00
   1.9918565e+00   1.3711566e+00
   1.8516635e+00   2.8461519e+00
   1.8742527e+00   3.2813510e+00
   2.8594254e+00   4.1040307e+00
   4.7265886e-01   8.0094230e-01
   9.2162014e-01   7.7152039e-01
   2.5783613e+00   4.2173174e+00
   2.1249098e+00   2.5332947e+00
   6.1392622e-01   2.9944154e+00
   2.1826023e+00   2.6851518e+00
  -2.2052075e-01   1.1420064e-01
   4.4290043e+00   6.1627568e+00
   3.4128561e+00   4.1595438e+00
   1.0930728e+00   1.3725589e+00
   1.3931826e+00   2.0363214e+00
   2.4613176e+00   3.4637884e+00
   2.3450599e+00   3.7502517e+00
   3.7630041e+00   7.1461386e+00
   3.2151519e+00   4.0618334e+00
   2.0461446e+00   1.4355241e+00
   3.1041091e+00   5.0859421e+00
   2.9720454e+00   5.2418831e+00
   2.1277500e+00   3.3351552e+00
   3.4929131e+00   6.7870606e+00
   2.7039019e+00   4.4064361e+00
   6.7528709e-01   8.1617971e-01
   1.8303577e-01   6.4390455e-01
   1.0944240e+00   9.4298202e-01
   2.7048149e+00   4.4716756e+00
   4.6750172e-01   3.8941093e-01
   3.2108468e+00   6.1501894e+00
   8.7542155e-01  -6.6817178e-01
   1.8028992e+00   2.0642299e+00
   2.9032364e+00   4.9398501e+00
   2.5118498e+00   4.6155289e+00
   1.3982901e-01  -1.9615610e-01
   1.5942358e+00   2.4227529e+00
   1.5440570e+00   1.7389417e+00
   6.6431207e-01   4.8895293e-01
   2.5859365e+00   4.4597543e+00
   1.3900627e+00   2.0884248e+00
   1.1464549e+00  -2.0150080e-02
   2.1621545e+00   3.7716439e+00
   4.0269049e+00   6.6945325e+00
   2.1399865e+00   3.2208709e+00
   2.1100339e+00   1.7425108e+00
   1.3329992e+00   2.4911346e+00
   1.3731105e+00   1.3921713e+00
   3.5450568e+00   5.6701633e+00
   2.2680775e+00   4.5066790e+00
   2.6931061e+00   5.3267208e+00
   6.3156716e-01   4.1224856e-01
   1.4080592e+00   1.9040814e+00
   4.6306563e-01  -6.0885199e-01
   2.3715548e+00   4.1890966e+00
   1.6916918e+00   2.8113325e+00
   2.9505869e+00   3.8026098e+00
   1.0598743e+00   5.6999863e-01
   2.7091102e+00   3.1605499e+00
   1.2999816e+00   1.7365092e+00
   2.3384200e+00   3.8753808e+00
   2.9325025e+00   4.5191718e+00
   3.1534540e+00   5.7415561e+00
   2.9450314e+00   3.0523074e+00
   1.3141155e+00   1.4903958e+00
   2.4637679e+00   4.6509662e+00
   6.8163902e-01   2.3783716e+00
   2.6386196e+00   2.9051803e+00
   2.6510509e+00   3.6829345e+00
   1.3785144e-03   3.0464992e-01
   1.7992931e+00   2.9330273e+00
   2.2635557e+00   4.8369297e+00
   8.6708678e-01   1.5160582e+00
   1.2737459e+00   1.2323145e+00
   2.8472773e+00   3.5941256e+00
   7.5016461e-01  -8.1223560e-02
   1.7305527e+00   2.5750898e+00
   2.8161380e+00   3.5690765e+00
  -1.0753791e-01  -1.7616369e-01
   3.1810519e+00   3.9355571e+00
   2.8542654e+00   4.9803628e+00
  -4.2612061e-01   3.9927958e-02
   2.0258721e+00   3.9802293e+00
   2.7665281e+00   3.8814258e+00
   1.3721439e+00   3.0453221e+00
   1.7691733e+00   3.5745145e+00
   3.2171680e+00   3.1311865e+00
   2.3478895e+00   3.4895253e+00
   1.0524814e+00   2.4952873e+00
   2.5621631e+00   2.9249564e+00
   2.4281665e+00   3.4574451e+00
   2.3894960e+00   3.1521969e+00
   2.1078762e+00   2.9188947e+00
   1.0650312e+00   5.3712708e-01
   1.9468775e+00   3.0605473e+00
   2.8638573e+00   4.2681437e+00
   2.1561693e+00   2.6752753e+00
   1.9218492e+00   2.7512190e+00
   2.4290159e+00   4.5751388e+00
   1.5759166e+00   1.3678973e+00
   1.5041458e+00   2.2515349e+00
   2.7907654e+00   4.7599542e+00
   1.2926662e+00   2.7543643e+00
   3.4547628e+00   5.5344884e+00
   2.5317510e+00   4.3109892e+00
   2.1254599e+00   2.7721990e+00
   2.5481205e+00   4.2920330e+00
   9.1808158e-01   1.5914460e+00
   1.1976744e+00   2.0475286e+00
   2.1311715e+00   3.6164464e+00
   2.1460380e+00   4.2699447e+00
   1.8606444e+00   3.0221514e+00
   1.0452766e+00   2.2575044e+00
   6.8858745e-01   6.5367893e-01
   3.5636491e+00   4.3796120e+00
   2.2294481e+00   2.4277829e+00
   4.3085849e+00   6.2857454e+00
   1.7764766e+00   1.8951470e+00
   2.1954414e+00   4.5435454e+00
   1.7824741e-01   1.6699256e+00
   3.6410773e+00   5.3314431e+00
   3.3959277e+00   5.5541566e+00
   2.2875760e+00   3.7116664e+00
   3.6763269e+00   4.7166938e+00
   3.4040341e+00   3.7387105e+00
   4.3511883e-01   1.5413602e+00
   1.7491355e+00   2.8274814e+00
   1.6351002e+00   3.2561413e+00
   2.7000975e+00   4.1027854e+00
   1.3982066e+00   1.2614268e+00
   2.7562904e+00   5.2601495e+00
   1.1107481e+00   1.2151239e+00
   3.0476785e+00   3.0653233e+00
   1.3630448e+00   2.6255796e+00
   1.1037055e+00   8.6554420e-01
   1.2455187e+00   1.1036123e+00
   1.8646953e+00   3.8106080e+00
  -5.9533996e-01  -6.6717014e-01
   2.3061693e+00   3.1671510e+00
   1.9495705e+00   3.6995653e+00
   3.4222245e+00   7.0394401e+00
   1.7837483e+00   1.8447613e+00
   1.9261960e+00   2.3791091e+00
   7.3179393e-01   1.9605705e+00
   1.0411520e+00   1.3100971e+00
   1.7991098e+00   2.8547496e+00
   1.6481373e+00   3.5620772e+00
   1.9060585e+00   1.6816303e+00
   2.7622595e+00   4.1403574e+00
   2.0764855e+00   2.7460052e+00
   2.2022664e+00   3.6236284e+00
   1.9019959e+00   1.6951868e+00
   1.8014135e+00   1.9493402e+00
   5.9353254e-01   1.6695690e+00
   1.3753736e+00   1.2516724e+00
   3.3366248e+00   4.9154506e+00
   2.2267511e+00   4.2382194e+00
   1.5727519e+00   2.7965063e+00
   3.6726157e+00   4.8576956e+00
   2.5883251e+00   4.2875087e+00
   2.5656881e-01  -4.8998596e-02
   1.9696412e+00   2.4935125e+00
   5.7153890e-01   1.4432777e+00
   1.9675499e+00   2.2691625e+00
   3.8185328e+00   4.2737871e+00
   3.1947362e+00   2.6910986e+00
   2.1261178e+00   3.4449505e+00
   2.4973859e+00   4.1270507e+00
   1.6279562e+00   2.2361689e+00
   3.1047340e+00   3.7110311e+00
   4.4682153e+00   7.2409401e+00
   1.9332033e+00   3.0235270e+00
   2.9622365e+00   5.6778582e+00
   2.6376527e+00   3.3256267e+00
   1.6662169e+00   3.2502419e+00
   2.8792821e+00   4.5552178e+00
   7.0900807e-01   2.3733707e+00
  -1.5380160e-01  -9.0219799e-01
   2.1409999e+00   2.4461203e+00
   1.3790677e+00   1.3791952e+00
   2.1654363e+00   2.7970770e+00
   1.7528761e+00   1.9920534e+00
   2.6348549e+00   3.8398624e+00
   2.5545747e+00   1.8874377e+00
   5.2398707e-01   9.5614566e-01
   5.3918937e-01   1.4463057e+00
   9.8756249e-01   1.1887130e+00
   2.7226714e+00   5.2664514e+00
   1.0107665e+00   1.3709543e+00
   1.2442975e+00   2.2483285e+00
   1.9790405e+00   3.2861556e+00
   2.8067679e+00   5.8619747e+00
   2.7548402e+00   3.4627555e+00
   2.2314692e+00   3.5340423e+00
   3.9148828e+00   4.5700430e+00
   1.0937713e+00   1.6660283e+00
   4.4196483e-01   2.9750986e+00
   1.4406102e+00   2.4205208e+00
   2.8956986e+00   5.9698785e+00
   3.5021542e+00   5.8228900e+00
   1.5946660e+00   4.2308093e+00
   2.9267336e+00   3.7824838e+00
   1.3111547e+00   1.5531584e+00
   2.7029351e+00   3.1934904e+00
   2.2947735e+00   4.7714880e+00
   3.6443577e+00   6.3836933e+00
   1.4219194e+00   2.0248974e+00
   1.2556418e+00   2.0888003e+00
   2.9692998e+00   4.1033772e+00
   3.4522411e+00   4.8311435e+00
   2.2595286e+00   1.3136060e+00
   8.8337717e-01  -1.9751163e-02
   2.4882605e+00   3.5885956e+00
   1.8373959e+00   2.2396782e+00
   1.4079164e+00   2.9728616e+00
   2.0478638e+00   1.6924826e+00
   1.7744223e+00   4.0597314e+00
   3.0912234e+00   4.6219264e+00
   2.5156339e+00   4.4437623e+00
  -7.7563701e-01  -8.7159651e-02
   9.1801955e-01   2.1810114e+00
   1.5173703e+00   2.3301379e+00
   2.5345217e+00   2.6086720e+00
   2.9337054e+00   3.1800646e+00
   2.3554036e+00   3.1627394e+00
   2.8308106e+00   2.6709870e+00
   1.0179315e+00   1.8816478e+00
   2.0105067e+00   3.4609511e+00
   2.2914682e+00   3.1658691e+00
   2.5662946e+00   5.0743701e+00
